ID,Coding_Frame_ID,Index_Number,Coding_Set_ID,Argument_Type,Microrole_IDs
9769467002-2,9769467002,2,9769471697,X,wanted-thing
9778351205-1,9778351205,1,7080879189,S,
9778351205-2,9778351205,2,7081261397,X,
9778351205-3,9778351205,3,9777736867,X,
9794148427-1,9794148427,1,6441812133,X,wanter
9794148427-2,9794148427,2,9794159362,X,wanted-thing
9838553945-1,9838553945,1,3833974892,A,hitter
9838553945-2,9838553945,2,3892270291,P,hittee
9838553945-3,9838553945,3,3892270291,P,hit-location
9976609648-1,9976609648,1,3737373736,A,putter
9976609648-2,9976609648,2,3737374710,P,put-thing
9976609648-3,9976609648,3,9526797949,L,putting-goal
10320350300-1,10320350300,1,4445257393,S,liver;sitdowner;sitter
10320350300-2,10320350300,2,10320354143,L,living-place;sitting-down-place;sitting-place
10519275592-1,10519275592,1,3866239171,S,sayer
10519275592-2,10519275592,2,10512735274,X,said-content
10624947903-1,10624947903,1,4522560507,S,goer;leaver;sitter;liver;jumper
10624947903-2,10624947903,2,10624962527,L,going-goal;left-place-or-person;sitting-place;living-place;jump-location
11073420082-1,11073420082,1,3797857495,S,rolling-entity;sitdowner
11073420082-2,11073420082,2,3850605163,L,rolling-location;sitting-down-place
11073509873-1,11073509873,1,3797857495,S,talker
11073509873-2,11073509873,2,3892641616,X,talked-to-person
11230097083-1,11230097083,1,11237218450,S,shouter
11230097083-2,11230097083,2,11244288762,X,shoutee
11290375323-1,11290375323,1,4568512665,S,follower
11290375323-2,11290375323,2,11290384606,X,followee
11314935309-1,11314935309,1,4522850980,A,sayer
11314935309-2,11314935309,2,4522863495,P,saying-addressee
11314935309-3,11314935309,3,11314939158,X,said-content
11340492614-1,11340492614,1,4568512665,S,refuser
11340492614-2,11340492614,2,4568702890,X,refusee
11340492614-3,11340492614,3,4568533346,I,refused-thing
11349361511-1,11349361511,1,7080879189,S,pain-feeler
11349361511-2,11349361511,2,7080879189,X,pain-locus
11410652815-1,11410652815,1,4445257393,S,leaver
11410652815-2,11410652815,2,4445257393,X,left-place-or-person
11618476637-1,11618476637,1,4445262885,X,receiver
11618476637-2,11618476637,2,4445258970,X,receiving-source
11618476637-3,11618476637,3,4445387613,X,received-thing
11686527954-1,11686527954,1,3737373736,S,thrower;pourer
11686527954-2,11686527954,2,3796490959,X,thrown-thing;poured-substance
11686527954-3,11686527954,3,9526797949,L,throwing-goal;pouring-goal
11722176718-1,11722176718,1,4522560507,A,carrier;tier;thrower;putter;pourer;bringer
11722176718-2,11722176718,2,4522560507,P,carried-thing;tied-thing;thrown-thing;put-thing;poured-substance;brought-thing
11722176718-3,11722176718,3,10624962527,L,carrying-goal;tying-goal;throwing-goal;putting-goal;pouring-goal;bringing-recipient
11799217784-1,11799217784,1,3796490959,X,intuition-haver
11799217784-2,11799217784,2,11799254606,X,intuition-topic
11981290811-1,11981290811,1,4568512665,S,talker
11981290811-2,11981290811,2,4568577282,X,talked-to-person
12074721721-1,12074721721,1,3737373736,S,cougher
12074721721-2,12074721721,2,3796490959,X,coughed-up-thing
12188062819-1,12188062819,1,8083330622,A,hider
12188062819-2,12188062819,2,8083333934,P,hidden-thing
12188062819-3,12188062819,3,8413062418,X,hiding-beneficiary
12197033965-1,12197033965,1,5291654559,X,namer;sitdowner
12197033965-2,12197033965,2,5241066089,L,namee;sitting-down-place
12222577952-1,12222577952,1,3720896347,S,talker
12222577952-2,12222577952,2,3721088397,X,talked-to-person
12222577952-3,12222577952,3,3721058926,X,talked-about-content
12275228306-1,12275228306,1,8083330622,A,sayer
12275228306-2,12275228306,2,8083333934,P,said-content
12275228306-3,12275228306,3,12275242178,X,saying-addressee
12333830468-1,12333830468,1,4445257393,S,teller;sayer
12333830468-2,12333830468,2,4445258970,X,tellee;saying-addressee
12333830468-3,12333830468,3,12333839069,X,told-content;said-content
12333881386-1,12333881386,1,7201545353,S,
12333881386-2,12333881386,2,12333890968,X,
12333881386-3,12333881386,3,7202017067,X,
12333943651-1,12333943651,1,7080879189,S,sayer
12333943651-2,12333943651,2,7081261397,X,saying-addressee
12333943651-3,12333943651,3,12333946861,X,said-content
12333951523-1,12333951523,1,3833974892,S,sayer
12333951523-2,12333951523,2,3833976654,L,saying-addressee
12333951523-3,12333951523,3,12333954831,X,said-content
12334020034-1,12334020034,1,3797857495,S,sayer
12334020034-2,12334020034,2,3850620585,X,saying-addressee
12334020034-3,12334020034,3,12334023675,X,said-content
12335165860-1,12335165860,1,6995275355,A,filler
12335165860-2,12335165860,2,6995275355,P,filling-material
12335165860-3,12335165860,3,6995275355,P,filled-container
12377991904-1,12377991904,1,5819277716,S,meeter
12377991904-2,12377991904,2,5838343599,X,met-person
12378040230-1,12378040230,1,5819277716,A,talker
12378040230-2,12378040230,2,5819277716,P,talked-to-person
12378040230-3,12378040230,3,12378074397,X,talked-about-content
12499764155-1,12499764155,1,3796601994,A,
12499764155-2,12499764155,2,3796648771,P,
12499764155-3,12499764155,3,12499897703,X,
12517748421-1,12517748421,1,7911271655,S,laugher
12517748421-2,12517748421,2,13485574125,X,laughed-about-thing
12517893404-1,12517893404,1,7911271655,S,player
12517893404-2,12517893404,2,7911308161,I,musical-instrument
12524840673-1,12524840673,1,4445257393,A,putter;loader;filler;pourer
12524840673-2,12524840673,2,4445262885,P,put-thing;loaded-thing;filling-material;poured-substance
12524840673-3,12524840673,3,10320354143,L,putting-goal;loading-place;filled-container;pouring-goal
12524879924-1,12524879924,1,4445257393,S,namer
12524879924-2,12524879924,2,4445258970,X,namee
12524879924-3,12524879924,3,12524889682,X,name
12524897857-1,12524897857,1,4445257393,S,laugher
12524897857-2,12524897857,2,12524901033,X,laughed-about-thing
12653839499-1,12653839499,1,5291654559,X,shouter
12653839499-2,12653839499,2,5241181180,X,shoutee
12654952470-1,12654952470,1,5291654559,X,climber;meeter
12654952470-2,12654952470,2,12654960280,I,climb-instrument;met-person
12706805092-1,12706805092,1,3720896347,A,stealer
12706805092-2,12706805092,2,3720897935,P,stolen-thing
12706805092-3,12706805092,3,3721088397,X,stealing-source
12706805092-4,12706805092,4,3721129918,X,stealing-source-2
12732168441-1,12732168441,1,12732189519,A,cutter;hitter;beater;killer;breaker;washer;grinder;builder
12732168441-2,12732168441,2,12732190611,P,cut-thing;hittee;beatee;killee;broken-thing;washed-entity;ground-thing;built-thing
12732168441-3,12732168441,3,12732191686,I,cutting-instrument;hitting-instrument;beating-instrument;killing-instrument;breaking-instrument;grinding-instrument;building-material;washing-instrument
12732199007-1,12732199007,1,12732189519,A,loader;tier;pourer;putter;coverer;taker;bringer;filler
12732199007-2,12732199007,2,12732190611,P,loaded-thing;tied-thing;poured-substance;put-thing;cover;taken-thing;brought-thing;filling-material
12732199007-3,12732199007,3,12732207049,L,loading-place;tying-goal;pouring-goal;putting-goal;covered-thing;take-to-goal;bringing-recipient;filled-container
12732293737-1,12732293737,1,12732189519,A,pusher
12732293737-2,12732293737,2,12732190611,P,pushee
12732293737-3,12732293737,3,12732329350,X,pushing-goal
12732317407-1,12732317407,1,12732189519,A,wiper;toucher;knower;seeer;looker;follower;helper;eater;washer;searcher;hugger;taker;peeler;cutter;wanter;dresser;smeller;meeter;carrier;hitter;climber;thinker;digger;listener;tearer;shaver-of-body-part
12732317407-2,12732317407,2,12732190611,P,wiping-surface;touchee;known-thing-or-person;seen-entity;looked-at-entity;followee;helpee;eaten-food;washed-entity;searched-for-thing;huggee;taken-thing;peeled-object;cut-thing;wanted-thing;smelled-entity;met-person;carried-thing;hittee;climbing-goal;thought-content;dug-hole-or-ground;listened-to-sound;torn-thing;shaved-body-part
12732333804-1,12732333804,1,12732189519,A,giver;shower;teacher
12732333804-2,12732333804,2,12732190611,P,gift;shown-thing;taught-content
12732333804-3,12732333804,3,12732351241,X,giving-recipient;showing-addressee;teachee
12732492625-1,12732492625,1,12732189519,A,stealer;receiver;asker
12732492625-2,12732492625,2,12732190611,P,stolen-thing;received-thing;requested-thing
12732492625-3,12732492625,3,12733349826,X,stealing-source;receiving-source;askee
12732560131-1,12732560131,1,12732189519,S,sayer
12732560131-2,12732560131,2,12732351241,X,saying-addressee
12732560131-3,12732560131,3,12732569051,X,said-content
12732586939-1,12732586939,1,12732189519,A,namer
12732586939-2,12732586939,2,12732190611,P,namee
12732586939-3,12732586939,3,12732569051,X,name
12732698953-1,12732698953,1,12732189519,S,frightenee;washer;cougher;runner;jumper;dieer;freezing-person;hungry-person;pain-locus;sad-person;dry-thing;laugher;burnt-thing;blinker;specialist-or-hunter;rolling-entity;sunken-entity;boiled-thing;player;crier;bright-entity;singer;shaver-of-self
12733000513-1,12733000513,1,12732189519,S,climber;liver;appearer;sitdowner;sitter;goer;filler;hider
12733000513-2,12733000513,2,12732207049,L,climbing-goal;living-place;appear-location;sitting-down-place;sitting-place;going-goal;filled-container;hiding-place
12733340625-1,12733340625,1,12732189519,S,leaver;fallee
12733340625-2,12733340625,2,12733349826,X,left-place-or-person;fall-source
12733515115-1,12733515115,1,12732189519,S,shouter
12733515115-2,12733515115,2,12732351241,X,shoutee
12739494680-1,12739494680,1,5240987739,A,thrower
12739494680-2,12739494680,2,5240988877,P,thrown-thing
12739494680-3,12739494680,3,12739498579,X,throwing-goal
12739553024-1,12739553024,1,5240987739,A,asker
12739553024-2,12739553024,2,5240988877,P,askee
12739553024-3,12739553024,3,12739557748,X,requested-thing
12739663728-1,12739663728,1,5240988877,S,wanter
12739663728-2,12739663728,2,11912437253,X,wanted-thing
12982940026-1,12982940026,1,6441812133,X,sayer
12982940026-2,12982940026,2,12982942811,X,said-content
12982940026-3,12982940026,3,6442343122,X,saying-addressee
13104662529-1,13104662529,1,4567000107,A,tier
13104662529-2,13104662529,2,4567001063,P,tied-thing
13104662529-3,13104662529,3,4567030827,X,tying-goal
13104662529-4,13104662529,4,4567009252,I,tying-instrument
13104688890-1,13104688890,1,4567000107,S,sitter;sitdowner
13104688890-2,13104688890,2,6381995994,L,sitting-place;sitting-down-place
13302558231-1,13302558231,1,12732189519,S,fearer;liker;hearer
13302558231-2,13302558231,2,12732189519,X,fear-stimulus;liked-entity;heard-sound
13346370484-1,13346370484,1,12732189519,A,shower;hider
13346370484-2,13346370484,2,12732190611,P,showing-addressee;hiding-affectee
13346370484-3,13346370484,3,13346375917,X,shown-thing;hidden-thing
13346623298-1,13346623298,1,12732189519,S,talker
13346623298-2,13346623298,2,12732351241,X,talked-to-person
13346623298-3,13346623298,3,13346629005,X,talked-about-content
13369639161-1,13369639161,1,12732189519,A,thrower;bringer;sender
13369639161-2,13369639161,2,12732190611,P,thrown-thing;brought-thing;sent-thing
13369639161-3,13369639161,3,12733206313,X,throwing-goal;bringing-recipient;sending-recipient
13408028728-1,13408028728,1,11237218450,A,sayer
13408028728-2,13408028728,2,13408050418,X,said-content
13408028728-3,13408028728,3,4656228528,P,saying-addressee
13424931875-1,13424931875,1,11237218450,S,name-carrier
13424931875-2,13424931875,2,4656231573,X,name-intr
13465822749-1,13465822749,1,4568512665,A,pourer
13465822749-2,13465822749,2,4568512665,P,poured-substance
13465822749-3,13465822749,3,13465831976,X,pouring-goal
14375122626-1,14375122626,1,10561673899,X,
14375122626-2,14375122626,2,4567009252,I,
14375122626-3,14375122626,3,4567030827,X,
