ID,Language_ID,Name,Description,Alternation_Type,Coding_Frames_Text,Complexity
4343754482,hoch1243,Possessive reflexive causative (karagi),"<SPAN STYLE= """" >This is the least common one out of Hooc&#261;k&rsquo;s four (periphrastic) causatives.<BR>The causative verb </SPAN><SPAN STYLE= ""font-style:italic;"" >karagi</SPAN><SPAN STYLE= """" > is used when the causee is owned/belongs to the causer (A causes A's own U to do X).<BR>It&rsquo;s a valency increasing operation that can be used with both stative and active (intransitive and transitive) verbs.</SPAN>",Coded,,Simplex
6356490381,hoch1243,Facilitative alternation,"<SPAN STYLE= """" >e.g. A breaks P --&gt; P is easy to break.<BR>For this alternation the instrumental prefix is omitted and the verbal root is (partially) reduplicated (e.g. m&#261;&#261;-cgiis --&gt; cgiicgis).<BR>This is a valency-decreasing operation, whereby the agent of the transitive verb can no longer be expressed and the patient of the same becomes the subject of the newly derived intransitive verb.<BR>Only verbs which have been derived with one of the 8 instrumental prefixes can undergo this alternation. Not all of them do so.</SPAN>",Coded,,Simplex
3416245319,stan1293,Understood Omitted Object,"<SPAN STYLE= """" >A canonically transitive verb appears in this derived pattern without an overt object, usually implying a specific kind of expected object. Levin (1993) terms this &quot;Unspecified Object Alternation&quot;. It is to be distinguished from the Understood Reflexive Object alternation.</SPAN>",Uncoded,,
3417025810,stan1293,Accidental Reflexive,"<SPAN STYLE= """" >A transitive physical activity verb with an agentive subject appears with a reflexive pronoun instead of a regular direct object, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >I cut myself</SPAN><SPAN STYLE= """" >, implying an accidental outcome. The locus of the effect can be, and commonly is, indicated by an optional on-phrase with a body-part word, e,g, </SPAN><SPAN STYLE= ""font-style:italic;"" >I cut myself on the finger</SPAN><SPAN STYLE= """" >.</SPAN>",Coded,,
3417091647,stan1293,Inchoative-Causative,"<SPAN STYLE= """" >A (basic) intransitive predicate depicting a state or something happening ('S is like this' or 'something happened to S') alternates with a (nonbasic) transitive predicate taking an agentive or agent-like subject. The transitive sentences depicts a change to the patient caused by the agent's action.</SPAN>",Uncoded,,
3417197274,stan1293,Middle,"<SPAN STYLE= """" >A verb that normally takes a patient object (if transitive) or undergoer subject (if intransitive) is used intransitively with an evaluative manner adverb and a generic interpretation, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >The thesis reads/read well</SPAN><SPAN STYLE= """" >. I have included instrument-subject, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >This knife cuts well</SPAN><SPAN STYLE= """" > under this heading, rather than under Instrument Subject alternation, because the latter can be used to depict an individual event.</SPAN>",Uncoded,,
3417720439,stan1293,Reciprocal,"<SPAN STYLE= """" >A transitive verb appears with a plural subject and no direct object, implying that the activity was undertaken reciprocally. If there are only two participants, a conjoined subject usually provides a close equivalent, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >They hugged </SPAN><SPAN STYLE= """" >vs. </SPAN><SPAN STYLE= ""font-style:italic;"" >John and Mary hugged</SPAN><SPAN STYLE= """" >, but it is also possible for the subject to represent multiple participants, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >They all hugged</SPAN><SPAN STYLE= """" >.</SPAN>",Coded,,
3418316809,stan1293,Have-a-VP(nominal),"<SPAN STYLE= """" >The main verb </SPAN><SPAN STYLE= ""font-style:italic;"" >have</SPAN><SPAN STYLE= """" > combines with a &quot;semi-verbal&quot; complement that appears with an indefinite article. 'S had a VP(nominal)' implies 'S VP', e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >He had a look at my stamp collection</SPAN><SPAN STYLE= """" > implies </SPAN><SPAN STYLE= ""font-style:italic;"" >He looked at my stamp collection</SPAN><SPAN STYLE= """" >. It normally implies the activity took a short time, lacked an external goal and was repeatable; something like pleasurability or benefit is also often implied.</SPAN>",Coded,,
3426840286,stan1293,Accidental Body-part,"<SPAN STYLE= """" >A possessive body-part NP appears as direct object of a physical activity or action verb, with the possessor understood to refer to the subject of the verb. The default interpretation is that the outcome was accidental.</SPAN>",Uncoded,,
3426903660,stan1293,Quasi-agentive Instrumental Subject,"<SPAN STYLE= """" >The subject NP designates an inanimate object which is not an instrument in the normal sense. For example, consider a sentence like </SPAN><SPAN STYLE= ""font-style:italic;"" >The glass cut her hand</SPAN><SPAN STYLE= """" >. It implies that a &quot;cutting&quot; effect was produced when a sharp part of the subject came into contact with the patient.</SPAN>",Uncoded,,
3426975931,stan1293,Instrumental Subject,"<SPAN STYLE= """" >A transitive verb that normally takes an agent and an optional instrument, means or medium appears with the instrument or means as subject, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >The key opened the door</SPAN><SPAN STYLE= """" >, </SPAN><SPAN STYLE= ""font-style:italic;"" >The hammer broke the window, Water filled the tub</SPAN><SPAN STYLE= """" > (Levin 1993: 80). Differs from a Middle with an instrument subject in that the former is confined to generic interpretations.</SPAN>",Uncoded,,
3434180796,stan1293,Directed Nonverbal Expression,"<SPAN STYLE= """" >A verb depicting a non-verbal expressive act takes an additional argument designating the &quot;target&quot; of the expressive act, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >She smiled/frowned/laughed at him</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,,
3471885521,stan1293,Assisting Body-part,"<SPAN STYLE= """" >A verb involving bodily motion, either intransitive e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >crawl</SPAN><SPAN STYLE= """" > or transitive, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >carry</SPAN><SPAN STYLE= """" >, takes a PP with preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >on</SPAN><SPAN STYLE= """" > and a body-part designating the locus on contact. This is distinct from a regular body-part &quot;instrument&quot; both semantically (because in this construction the body-part does not play an active role) and formally (because the instrumental body-part normally occurs with preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >with</SPAN><SPAN STYLE= """" >).</SPAN>",Uncoded,,
3472015427,stan1293,Location-capacity subject,"<SPAN STYLE= """" >Certain verbs (incl. </SPAN><SPAN STYLE= ""font-style:italic;"" >carry</SPAN><SPAN STYLE= """" >, </SPAN><SPAN STYLE= ""font-style:italic;"" >sleep</SPAN><SPAN STYLE= """" >, </SPAN><SPAN STYLE= ""font-style:italic;"" >hold</SPAN><SPAN STYLE= """" >) can take a locational subject and a complement indicating that location's capacity with respect to the event depicted by the verb, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >Five people can sleep in this room</SPAN><SPAN STYLE= """" > ~ </SPAN><SPAN STYLE= ""font-style:italic;"" >This room sleeps five people</SPAN><SPAN STYLE= """" >. Cf. Levin 1993: 82.</SPAN>",Uncoded,,
3472397016,stan1293,Dative,"<SPAN STYLE= """" >With verb of transfer of possession, in the basic pattern, the thing transferred is direct object with the recipient (or intended recipient) in a PP headed by preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >to</SPAN><SPAN STYLE= """" >; in the nonbasic pattern, the recipient appears as direct object in postverbal position with the thing transferred following as an unmarked second object.</SPAN>",Uncoded,,
3476581997,stan1293,Get-a-VP(nominal),"<SPAN STYLE= """" >The main verb </SPAN><SPAN STYLE= ""font-style:italic;"" >get</SPAN><SPAN STYLE= """" > combines with a &quot;semi-verbal&quot; complement that appears with an indefinite article, as in the </SPAN><SPAN STYLE= ""font-style:italic;"" >Have-a</SPAN><SPAN STYLE= """" >-VP alternation. 'S got a VP(nominal)' implies 'S VP'.</SPAN>",Coded,,
3476608532,stan1293,Stimulus Subject,"<SPAN STYLE= """" >An experience verb like</SPAN><SPAN STYLE= ""font-style:italic;"" > look (at) </SPAN><SPAN STYLE= """" >or </SPAN><SPAN STYLE= ""font-style:italic;"" >smell</SPAN><SPAN STYLE= """" > can take either the experiencer as subject with stimulus as object (this is the basic frame), or stimulus as subject, an evaluative complement, and the experiencer (if present) appears in a to-phrase, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >It smelt good to me</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,,
3477274747,stan1293,Direct Quotation,"<SPAN STYLE= """" >A verb of speech or thought takes a direct quotation, rather than an indefinite complement; e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >He said something</SPAN><SPAN STYLE= """" >, vs. </SPAN><SPAN STYLE= ""font-style:italic;"" >He said: &quot;Get out&quot;</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,,
3477351033,stan1293,That-complement,"<SPAN STYLE= """" >A verb of saying, thinking, or knowing takes a &quot;that-complement&quot;, i.e. a sentential complement introduced by </SPAN><SPAN STYLE= ""font-style:italic;"" >that,</SPAN><SPAN STYLE= """" > rather than an indefinite complement. For example, </SPAN><SPAN STYLE= ""font-style:italic;"" >He said that she was at home</SPAN><SPAN STYLE= """" > vs. </SPAN><SPAN STYLE= ""font-style:italic;"" >He said something about her</SPAN><SPAN STYLE= """" >.</SPAN>",,,
3532051530,stan1293,Abstract subject,"<SPAN STYLE= """" >Some verbs of physical affect, perhaps predominantly verbs depicting effects on the human body, can take abstract subjects depicting illnesses, social conditions, and the like, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >Obesity (loneliness, unemployment) can kill</SPAN><SPAN STYLE= """" >, or events, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >The explosion </SPAN><SPAN STYLE= """" >(</SPAN><SPAN STYLE= ""font-style:italic;"" >fire</SPAN><SPAN STYLE= """" >, etc.) </SPAN><SPAN STYLE= ""font-style:italic;"" >killed dozens of people</SPAN><SPAN STYLE= """" >. There are reasons to believe that this is a distinct polysemic extension of the primary </SPAN><SPAN STYLE= ""font-style:italic;"" >kill</SPAN><SPAN STYLE= """" > meaning; for example, no instrument is possible.</SPAN>",Uncoded,,
3532288527,stan1293,Understood Reflexive Object,"<SPAN STYLE= """" >Verbs like </SPAN><SPAN STYLE= ""font-style:italic;"" >wash</SPAN><SPAN STYLE= """" > and </SPAN><SPAN STYLE= ""font-style:italic;"" >dress</SPAN><SPAN STYLE= """" > and other verbs of &quot;caring for the body&quot;, whose primary frame is transitive, frequently appear without any overt object (in a nonbasic frame), with the implication that the subject washes, dresses, etc., him or herself (Levin 1993: 35f). Notice though that an explicit reflexive is either odd (e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >She dressed herself</SPAN><SPAN STYLE= """" > - implies that usually someone else does it) or anomalous (e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >She flossed herself</SPAN><SPAN STYLE= """" >).</SPAN>",Uncoded,,
3539162130,stan1293,Locus of personal contact,"<SPAN STYLE= """" >A transitive verb implying affect caused by physical contact with a body-part takes an NP designating a person as its direct object, and the locus of contact with that person's body appears in a prepositional phrase with </SPAN><SPAN STYLE= ""font-style:italic;"" >on</SPAN><SPAN STYLE= """" > or </SPAN><SPAN STYLE= ""font-style:italic;"" >in</SPAN><SPAN STYLE= """" >, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >She touched him on the shoulder</SPAN><SPAN STYLE= """" >. Levin (1993) termed this Body-Part Possessor Ascension. It generally implies a &quot;feel&quot; component, either on behalf of the affected person or as part of the agent's intention, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >She kissed him on the cheek (as he slept)</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,,
3539278790,stan1293,Conative,"<SPAN STYLE= """" >A canonically transitive verb implying physical affect, via motion and contact, appears without a direct object, but the expected direct object appears in a PP introduced by </SPAN><SPAN STYLE= ""font-style:italic;"" >at</SPAN><SPAN STYLE= """" >. The frame implies an attempted action.</SPAN>",Uncoded,,
3539304850,stan1293,With/against alternation,"<SPAN STYLE= """" >Occurs with instrument-taking transitive verb: the semantic instrument appears as the direct object, while a PP introduced by </SPAN><SPAN STYLE= ""font-style:italic;"" >against </SPAN><SPAN STYLE= """" >(or sometimes </SPAN><SPAN STYLE= ""font-style:italic;"" >on</SPAN><SPAN STYLE= """" >) identifies the thing with which the instrument came into contact, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >He hit the stick against the fence</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,,
3546393642,stan1293,Causative-Inchoative,"<SPAN STYLE= """" >A verb occurs freely in both transitive and intransitive frames, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >break</SPAN><SPAN STYLE= """" > and </SPAN><SPAN STYLE= ""font-style:italic;"" >burn</SPAN><SPAN STYLE= """" >. It is difficult to establish either frame as the primary one. Sometimes I was unsure whether to assign a verb to the Ambitransitive or whether to define a more specific alternation.</SPAN>",Uncoded,,
3546709092,stan1293,Benefactive,"<SPAN STYLE= """" >A transitive verb takes an additional post-verbal object designating a person when benefited from the action, e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >They cooked me dinner</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,,
3554260689,stan1293,Source-of-part,"<SPAN STYLE= """" >A verb of physical affect which depicts part of a larger object being removed or separated from that object can take a PP introduced by </SPAN><SPAN STYLE= ""font-style:italic;"" >off</SPAN><SPAN STYLE= """" > or </SPAN><SPAN STYLE= ""font-style:italic;"" >from</SPAN><SPAN STYLE= """" >, indicating the identity of the the larger object. With some verbs, e.g.</SPAN><SPAN STYLE= ""font-style:italic;"" > peel</SPAN><SPAN STYLE= """" >, use of this frame can be regarded as a genuine alternation; compare </SPAN><SPAN STYLE= ""font-style:italic;"" >He peeled the orange</SPAN><SPAN STYLE= """" > vs. </SPAN><SPAN STYLE= ""font-style:italic;"" >He peeled the skin off the orange</SPAN><SPAN STYLE= """" >.</SPAN>",Uncoded,,
