ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Original_Orthography,Translation_Other,Number,Example_Type,Source,Form_IDs
german-151,german,Der Konzertsaal füllt sich.,der\tKonzert-saal\tfüll-t\tsich,DEF.M.NOM\tconcert-hall\tfill-3SG.PRS\tREFL.3SG,The concert hall fills up.,,,,,151,Constructed by native speaker linguist,,german-fill-1
german-150,german,Er begießt den Braten (mit Fett).,er\tbe-gieß-t\tden\tBraten\tmit\tFett,3SG.M.NOM\tAPPL-pour-3SG.PRS\tDEF.M.ACC\troast(ACC)\twith\tfat(DAT),He bastes the roast (with fat).,,,,,150,Constructed by native speaker linguist,,german-pour-1
german-149,german,Ich renne (eine Runde) um den Block.,ich\trenn-e\tein-e\tRunde\tum\tden\tBlock,1SG.NOM\trun-1SG.PRS\tINDEF-F.ACC\tround(ACC)\taround\tDEF.M.ACC\tblock(ACC),I run (a round) around the block.,,,,,149,Constructed by native speaker linguist,,german-run-1
german-148,german,Ich verschicke die Briefe.,ich\tver-schick-e\tdie\tBrief-e,1SG.NOM\tAPPL-send-1SG.PRS\tDEF.PL.ACC\tletter-PL(ACC),I send out the letters.,,,,,148,Constructed by native speaker linguist,,german-send-1
german-147,german,Er bestiehlt seine Frau.,er\tbe-stiehl-t\tsein-e\tFrau,3SG.M.NOM\tAPPL-steal\3SG.PRS-3SG.PRS\tPOSS.3SG-F.ACC\twoman(ACC),He steals from his wife.,,,,,147,Constructed by native speaker linguist,,german-steal-1
german-146,german,Die Diebe stahlen ein Bild von dem Mann.,die\tDieb-e\tstahl-en\tein\tBild\tvon\tdem\tMann,DEF.PL.NOM\tthief-PL(NOM)\tsteal\PST-3PL\tINDEF.N.ACC\tpicture(ACC)\tfrom\tDEF.DAT\tman(DAT),The thieves stole a picture from the man.,,,,,146,Constructed by native speaker linguist,,german-steal-1
german-145,german,Ich sage kein Wort zur Polizei.,ich\tsag-e\tkein\tWort\tzu-r\tPolizei,1SG.NOM\tsay-1SG.PRS\tNEG.ACC\tword\tto-DEF.F.DAT\tpolice(DAT),I don't say any word to the police.,,,,,145,Constructed by native speaker linguist,,german-say-1
german-144,german,Ich sage der Polizei kein Wort.,ich\tsag-e\tder\tPolizei\tkein\tWort,1SG.NOM\tsay-1SG.PRS\tDEF.F.DAT\tpolice(DAT)\tNEG.ACC\tword(ACC),I don't say a word to the police.,,,,,144,Constructed by native speaker linguist,,german-say-1
german-143,german,Ich lege meinem Bruder ein Buch auf den Tisch.,ich\tleg-e\tmein-em\tBruder\tein\tBuch\tauf\tden\tTisch,1SG.NOM\tput-1SG.PRS\tPOSS.1SG-DAT\tbrother(DAT)\tINDEF.N.ACC\tbook(ACC)\ton\tDEF.M.ACC\ttable(ACC),I put the book for my brother on the table.,,,,,143,Constructed by native speaker linguist,,german-put-2
german-142,german,Ich koche meiner Mutter eine Suppe.,ich\tkoch-e\tmein-er\tMutter\tein-e\tSuppe,1SG.NOM\tcook-1SG.PRS\tPOSS.1SG-DAT.SG\tmother(DAT)\tINDEF-F.ACC\tsoup(ACC),I cook a soup for my mother.,,,,,142,Constructed by native speaker linguist,,german-boil-tr-1
german-141,german,Der Kellner bringt einen Kaffee zum Gast.,der\tKellner\tbring-t\tein-en\tKaffee\tzu-m\tGast,DEF.M.NOM\twaiter(NOM)\tbring-3SG.PRS\tINDEF-ACC\tcoffee(ACC)\tto-DEF.DAT\tguest(DAT),The waiter brings a coffee to the guest.,,,,,141,Constructed by native speaker linguist,,german-bring-1
german-140,german,Das Auto wird in die Garage geschoben.,das\tAuto\twird\tin\tdie\tGarage\tge-schob-en,DEF.N.NOM\tcar(NOM)\tbe.PASS.3SG\tin\tDEF.F.ACC\tgarage(ACC)\tPTCP-push\PST-PTCP,The car is pushed into the garage.,,,,,140,Constructed by native speaker linguist,,german-push-2
german-139,german,Er schlägt täglich seine Frau.,er\tschläg-t\ttäglich\tsein-e\tFrau,3SG.M.NOM\tbeat\3SG-3SG.PRS\tevery_day\tPOSS.3SG-F.ACC\twoman(ACC),He beats his wife every day.,,,,,139,Constructed by native speaker linguist,,german-beat-1
german-138,german,Er schiebt das Auto in die Garage.,er\tschieb-t\tdas\tAuto\tin\tdie\tGarage,3SG.M.NOM\tpush-3SG.PRS\tDEF.N.ACC\tcar(ACC)\tin\tDEF.F.ACC\tgarage(ACC),He pushes the car into the garage.,,,,,138,Constructed by native speaker linguist,,german-push-2
german-137,german,Maschinen mahlen die Kaffeebohnen.,Maschin-en\tmahl-en\tdie\tKaffee-bohn-en,machine-PL(NOM)\tgrind-3PL.PRS\tDEF.PL.ACC\tcoffee-bean-PL(ACC),Machines grind the coffeebeans.,,,,,137,Constructed by native speaker linguist,,german-grind-1
german-136,german,Er reißt die Seite aus dem Buch.,er\treiß-t\tdie\tSeite\taus\tdem\tBuch,3SG.M.NOM\ttear-3SG.PRS\tDEF.F.ACC\tpage(ACC)\tout_of\tDEF.DAT\tbook(DAT),He tears the page from the book.,,,,,136,Constructed by native speaker linguist,,german-tear-1
german-135,german,Er nahm einen Keks.,er\tnahm\tein-en\tKeks,3SG.M.NOM\ttake\3SG.PST\tINDEF-M.ACC\tcookie(ACC),He took a cookie.,,,,,135,Constructed by native speaker linguist,,german-take-1
german-134,german,Fass den Ofen nicht an!,fass\tden\tOfen\tnicht\tan,touch.SG.IMP\tDEF.M.ACC\tstove(ACC)\tNEG\tVPCL,Don't touch the stove!,,,,,134,Constructed by native speaker linguist,,german-touch-2
german-133,german,Ich renne zur Bushaltestelle.,ich\trenn-e\tzu-r\tBushaltestelle,1SG.NOM\trun-1SG.PRS\tto-DEF.F.DAT\tbus.stop,I run to the bus stop.,,,,,133,Constructed by native speaker linguist,,german-run-1
german-132,german,Sie blinzelte mit den Augen.,sie\tblinzel-te\tmit\tden\tAuge-n,3SG.F.NOM\tblink-3SG.PST\twith\tDEF.PL.DAT\teye-PL(DAT),She blinked with the (her) eyes.,,,,,132,Constructed by native speaker linguist,,german-blink-1
german-131,german,Sie deckte das Baby zu.,sie\tdeck-te\tdas\tBaby\tmit\tein-er\tDecke\tzu,3SG.F.NOM\tcover-3SG.PST\tDEF.N.ACC\tbaby(ACC)\twith\tINDEF-DAT\tcover(DAT)\tAPPL,She covered the baby with a cover.,,,,,131,Constructed by native speaker linguist,,german-cover-1
german-130,german,Wir setzten uns auf den Boden.,wir\tsetz-en\tuns\tauf\tden\tBoden,1PL.NOM\tsit-1PL.PRS\tREFL.1SG\ton\tDEF.M.ACC\tfloor(ACC),We sit down on the floor.,,,,,130,Constructed by native speaker linguist,,german-put-3
german-129,german,Ich schneide das Brot.,ich\tschneid-e\tdas\tBrot,1SG.NOM\tcut-1SG.PRS\tDEF.N.ACC\tbread(ACC),I cut the bread.,,,,,129,Constructed by native speaker linguist,,german-cut-1
german-128,german,Er wirft die Schlüssel aus dem Fenster.,er\twirf-t\tdie\tSchlüssel\taus\tdem\tFenster,3SG.M.NOM\tthrow\3.SG-3SG.PRS\tDEF.PL.ACC\tkey(ACC)\tout_of\tDEF.DAT\twindow(DAT),He throws the keys out of the window.,,,,,128,Constructed by native speaker linguist,,german-throw-1
german-127,german,Die Gruppe kletterte den Berg hinauf.,die\tGruppe\tkletter-te\tden\tBerg\thinauf,DEF.F.NOM\tgroup(NOM)\tclimb-3SG.PST\tDEF.M.ACC\tmountain(ACC)\tup,The group climbed the mountain.,,,,,127,Constructed by native speaker linguist,,german-climb-1
german-126,german,Er trägt das Gepäck zum Wagen.,er\tträg-t\tdas\tGepäck\tzu-m\tWagen,3SG.M.NOM\tcarry\3SG-3SG.PRS\tDEF.N.ACC\tbaggage(ACC)\tto-DEF.DAT\tcar(DAT),He carrys the baggage to the car.,,,,,126,Constructed by native speaker linguist,,german-carry-1
german-125,german,Die alte Dame hustete.,die\talt-e\tDame\thuste-te,DEF.F.NOM\told-NOM\tlady(NOM)\tcough-3SG.PST,The old lady coughed.,,,,,125,Constructed by native speaker linguist,,german-cough-1
german-124,german,Der Gast goss Milch in seinen Kaffee.,der\tGast\tgoss\tMilch\tin\tsein-en\tKaffee,DEF.M.NOM\tguest(NOM)\tpour\3SG.PST\tmilk(ACC)\tin\tPOSS.3SG-ACC\tcoffee(ACC),The guest poured milk into his coffee.,,,,,124,Constructed by native speaker linguist,,german-pour-1
german-123,german,Die alte Frau erzählte den Kindern ein Märchen.,die\talt-e\tFrau\terzähl-te\tden\tKind-er-n\tein\tMärchen,DEF.F.NOM\told-NOM\twoman(NOM)\ttell-3SG.PST\tDEF.PL.DAT\tchild-PL-DAT\tINDEF.N.ACC\tfairytale(ACC),The old woman told a fairytale to the children.,,,,,123,Constructed by native speaker linguist,,german-tell-1
german-122,german,Die Senatoren töteten Caesar mit einem Dolch.,die\tSenator-en\ttöte-ten\tCaesar\tmit\tein-em\tDolch,DEF.PL.NOM\tsenator-PL\tkill-3PL.PST\tCaesar\twith\tINDEF-DAT\tdagger(DAT),The senators killed Caesar with a dagger.,,,,,122,Constructed by native speaker linguist,,german-kill-2
german-121,german,John schrie seinen Bruder an.,John\tschrie\tsein-en\tBruder\tan,John\tshout_at\3SG.PST\tPOSS.3SG-ACC\tbrother\tVPCL,John shouted at his brother.,,,,,121,Constructed by native speaker linguist,,german-shout-at-1
german-120,german,Er trifft seine Schwester.,er\ttriff-t\tsein-e\tSchwester,3SG.M.NOM\tmeet-3SG.PRS\tPOSS.3SG-F.ACC\tsister,He meets his sister.,,,,,120,Constructed by native speaker linguist,,german-meet-1
german-119,german,Der alte Mann setzte sich hin.,der\talt-e\tMann\tsetz-te\tsich\thin,DEF.M.NOM\told-SG.M.NOM\tman(NOM)\tsit-3SG.PST\tREFL.3SG\tdown,The old man sat down.,,,,,119,Constructed by native speaker linguist,,german-sit-down-1
german-118,german,Der Besucher bindet seinen Hund an den Baum.,der\tBesucher\tbinde-t\tsein-en\tHund\tan\tden\tBaum,DEF.M.NOM\tvisitor(NOM)\ttie-3SG.PRS\tPOSS.3SG-ACC\tdog(ACC)\tto\tDEF.M.ACC\tthree(ACC),The visitor ties his dog to the three.,,,,,118,Constructed by native speaker linguist,,german-tie-1
german-117,german,Die Studentin spricht mit dem Professor über die Prüfung.,die\tStudent-in\tsprich-t\tmit\tdem\tProfessor\tüber\tdie\tPrüfung,DEF.F.NOM\tstudent(NOM)-F\ttalk-3SG.PRS\twith\tDEF.DAT\tprofessor(DAT)\tabout\tDEF.F.ACC\texam(ACC),The college girl talks with the professor about her exam.,,,,,117,Constructed by native speaker linguist,,german-talk-1
german-116,german,Der Friseur rasiert ihm den Kopf.,der\tFriseur\trasier-t\tihm\tden\tKopf,DEF.M.NOM\thairdresser(NOM)\tshave-3SG.PRS\t3SG.M.DAT\tDEF.M.ACC\thead(ACC),The hairdresser shaves him the head.,,,,,116,Constructed by native speaker linguist,,german-shave-a-body-part_person-1
german-115,german,Er rasiert sich.,er\trasier-t\tsich,3SG.M.NOM\tshave-3SG.PRS\tREFL.3SG,He shaves himself.,,,,,115,Constructed by native speaker linguist,,german-shave-a-body-part_person-1
german-114,german,Der Frosch hüpfte ins Wasser.,der\tFrosch\thüpf-te\tin-s\tWasser,DEF.M.NOM\tfrog(NOM)\tjump-3SG.PST\tin-DEF.N.ACC\twater(ACC),The frog jumped into the water.,,,,,114,Constructed by native speaker linguist,,german-jump-2
german-113,german,Sie schubs-te ihren Feind in den Abgrund.,sie\tschubs-te\tihr-en\tFeind\tin\tden\tAbgrund,3SG.F.NOM\tpush-3SG.PST\tPOSS.3SG-ACC\tenemy(ACC)\tin\tDEF.M.ACC\tabyss(ACC),She pushed her enemy into the abyss.,,,,,113,Constructed by native speaker linguist,,german-push-3
german-112,german,Der alte Mann saß auf einer Bank.,der\talt-e\tMann\tsaß\tauf\tein-er\tBank,DEF.M.NOM\told-NOM\tman(NOM)\tsit\3SG.PST\ton\tINDEF-DAT\tbench(DAT),The old man was sitting on a bench.,,,,,112,Constructed by native speaker linguist,,german-sit-1
german-111,german,Er geht nach Amerika.,er\tgeh-t\tnach\tAmerika,3SG.M.NOM\tgo-3SG.PRS\tto\tAmerica(ACC),He goes to America.,,,,,111,Constructed by native speaker linguist,,german-go-1
german-110,german,Er geht sonntags in die Kirche.,er\tgeh-t\tsonntags\tin\tdie\tKirche,3SG.M.NOM\tgo-3SG.PRS\tevery.sunday\tin\tDEF.F.ACC\tchurch(ACC),He goes to church on Sundays.,,,,,110,Constructed by native speaker linguist,,german-go-1
german-109,german,Er geht zum Rathaus.,er\tgeh-t\tzu-m\tRathaus,3SG.M.NOM\tgo-3SG.PRS\tto-DEF.DAT\ttown.hall,He goes to the town hall.,,,,,109,Constructed by native speaker linguist,,german-go-1
german-108,german,Die Studenten lachten über den Witz.,die\tStudent-en\tlach-ten\tüber\tden\tWitz,DEF.PL.NOM\tstudent-PL(NOM)\tlaugh-3PL.PST\tabout\tDEF.M.ACC\tjoke(ACC),The students laughed about the joke.,,,,,108,Constructed by native speaker linguist,,german-laugh-1
german-107,german,Der Kellner wischt die Krümel vom Tisch.,der\tKellner\twisch-t\tdie\tKrümel\tvon\tdem\tTisch,DEF.M.NOM\twaiter(NOM)\twipe-3SG.PRS\tDEF.PL.ACC\tcrumb.PL(ACC)\tfrom\tDEF.M.DAT\ttable(DAT),The waiter wipes the crumbs off the table.,,,,,107,Constructed by native speaker linguist,,german-wipe-1
german-106,german,Der Witwer trauert.,der\tWitwer\ttrauer-t,DEF.M.NOM\twidower(NOM)\tbe.sad-3SG.PRS,The widower is mourning.,,,,,106,Constructed by native speaker linguist,,german-be-sad-2
german-105,german,Der Junge stößt seinen Freund ins Wasser.,der\tJunge\tstöß-t\tsein-en\tFreund\tin-s\tWasser,DEF.M.NOM\tboy(NOM)\tpush\3SG-3SG.PRS\tPOSS.3SG-ACC\tfriend(ACC)\tin-DEF.N.ACC\twater(ACC),The boy pushes his friend into the water.,,,,,105,Constructed by native speaker linguist,,german-push-1
german-104,german,Sie lachte ihr schönstes Lachen.,sie\tlach-te\tihr\tschön-st-es\tLachen,3SG.F.NOM\tlaugh-3SG.PST\tPOSS.3SG\tbeautiful-SUPERL-ACC\tlaughter,She laughed her most beautiful laugh.,,,,,104,Constructed by native speaker linguist,,german-laugh-1
german-103,german,Sie denkt diesen Gedanken ohne zu zögern.,sie\tdenk-t\tdiese-n\tGedanke-n\tohne\tzu\tzöger-n,3SG.F.NOM\tthink-3SG.PRS\tDEM-ACC\tthought-PL(ACC)\twithout\tINF\thesitate-INF,She thinks this thought without hesitation.,,,,,103,Constructed by native speaker linguist,,german-think-2
german-102,german,Er zieht seinem Sohn eine Weste an.,er\tzieh-t\tsein-em\tSohn\tein-e\tWeste\tan,3SG.M.NOM\tdress-3SG.PRS\tPOSS.3SG-DAT\tson(DAT)\tINDEF-F.ACC\twaistcoat(DAT)\tVPCL,He dressed his son with a vest.,,,,,102,Constructed by native speaker linguist,,german-dress-1
german-101,german,Die Frau zieht sich eine Hose an.,die\tFrau\tzieh-t\tsich\tein-e\tHose\tan,DEF.F.NOM\twoman(NOM)\tdress-3SG.PRS\tREFL.3SG\tINDEF-F.ACC\ttrousers(ACC)\tVPCL,The woman puts on a pair of trousers. / The woman dresses herself with a pair of pants.,,,,,101,Constructed by native speaker linguist,,german-dress-1
german-100,german,Die Mutter zieht ihr Kind an.,die\tMutter\tzieh-t\tihr\tKind\tan,DEF.F.NOM\tmother(NOM)\tdress-3SG.PRS\tPOSS.3SG.ACC\tchild(ACC)\tVPCL,The mother dresses her child.,,,,,100,Constructed by native speaker linguist,,german-dress-1
german-99,german,Die Großmutter bekocht die Kranke mit Suppe.,die\tGroßmutter\tbe-koch-t\tdie\tKranke\tmit\tSuppe,DEF.F.NOM\tgrandmother(NOM)\tAPPL-cook-3SG.PRS\tDEF.F.ACC\tsick.person\twith\tsoup(DAT),The grandmother cooks soup for the sick person.,,,,,99,Constructed by native speaker linguist,,german-boil-tr-1
german-98,german,Der Friseur wäscht mir die Haare.,der\tFriseur\twäsch-t\tmir\tdie\tHaar-e,DEF.M.NOM\thairdresser(NOM)\twash\3SG-3SG.PRS\t1SG.DAT\tDEF.PL.ACC\thair-PL(ACC),The hairdresser washes my hair (for me).,,,,,98,Constructed by native speaker linguist,,german-wash-1
german-97,german,Der Koch wäscht Gemüse.,der\tKoch\twäsch-t\tGemüse,DEF.M.NOM\tcook.NOM\twash\3SG-3SG.PRS\tvegetable(ACC),The cook washes the vegetable.,,,,,97,Constructed by native speaker linguist,,german-wash-1
german-96,german,Ich mag meinen Nachbarn.,ich\tmag\tmein-en\tNachbar-n,1SG.NOM\tlike.1SG.PRS\tPOSS.1SG-ACC\tneighbour-PL(ACC),I like my neighbour.,,,,,96,Constructed by native speaker linguist,,german-like-1
german-95,german,Der Tänzerin gefällt die Musik.,der\tTänzer-in\tgefäll-t\tdie\tMusik,DEF.F.DAT\tdancer-F(DAT)\tplease\3SG-3SG.PRS\tDEF.F.NOM\tmusic(NOM),The dancer likes the music. / The dancer is pleased by the music. / The music pleases the dancer.,,"<SPAN STYLE= """" >Alternative word order: </SPAN><SPAN STYLE= ""font-style:italic;"" >Die Musik gef&auml;llt der T&auml;nzerin</SPAN><SPAN STYLE= """" >.</SPAN>",,,95,Constructed by native speaker linguist,,german-like-2
german-94,german,Der Lehrer schaut den Schüler an.,der\tLehrer\tschau-t\tden\tSchüler\tan,DEF.M.NOM\tteacher(NOM)\tlook_at-3SG.PRS\tDEF.M.ACC\tstudent(ACC)\tVPCL,The teacher looks at the student.,,,,,94,Constructed by native speaker linguist,,german-look-at-1
german-93,german,Er denkt nach.,er\tdenk-t\tnach,3SG.M.NOM\tthink-3SG.PRS\tVPCL,He thinks.,,,,,93,Constructed by native speaker linguist,,german-think-1
german-92,german,Die Philosophin denkt an ihre Katze.,die\tPhilosoph-in\tdenk-t\tan\tihr-e\tKatze,DEF.F.NOM\tphilosopher-F(NOM)\tthink-3SG.PRS\tto\tPOSS.3SG-F.ACC\tcat(ACC),The philosopher thinks about her cat.,,,,,92,Constructed by native speaker linguist,,german-think-2
german-91,german,Sie geben einander Schutz.,sie\tgeb-en\teinander\tSchutz,3PL.NOM\tgive-PL\tRECIP\tprotection(ACC),They protect each other.,,,,,91,Constructed by native speaker linguist,,german-give-1
german-90,german,Er gibt seinem Meerschwein Futter.,er\tgib-t\tsein-em\tMeerschwein\tFutter,3SG.M.NOM\tgive\3SG-3SG.PRS\tPOSS.3SG-DAT\tguinea.pig.DAT\tfood.ACC,He gives food to his guinea pig.,,,,,90,Constructed by native speaker linguist,,german-give-1
german-89,german,Der Kellner legt Messer neben Gabeln.,der\tKellner\tleg-t\tMesser\tneben\tGabel-n,DEF.M.NOM\twaiter(NOM)\tput-3SG.PRS\tknife.PL.ACC\tnext.to\tfork-PL(ACC),The waiter puts knives next to forks.,,,,,89,Constructed by native speaker linguist,,german-put-2
german-88,german,Großmutter stellte den Kuchen auf den Tisch.,Großmutter\tstell-te\tden\tKuchen\tauf\tden\tTisch,grandmother(NOM)\tput-3SG.PST\tDEF.M.ACC\tcake(ACC)\ton\tDEF.M.ACC\ttable(ACC),Grandmother put the cake on the table.,,,,,88,Constructed by native speaker linguist,,german-put-1
german-87,german,Sie redet mit dem Pförtner über das Wetter.,sie\trede-t\tmit\tdem\tPförtner\tüber\tdas\tWetter,3SG.F.NOM\ttalk-3SG.PRS\twith\tDEF.DAT\tgatekeeper.DAT\tabout\tDEF.N.ACC\tweather(ACC),She talks with the gatekeeper about the weather .,,,,,87,Constructed by native speaker linguist,,german-talk-2
german-86,german,Die Ärztin hilft dem Patienten.,die\tÄrzt-in\thilf-t\tdem\tPatient-en,DEF.F.NOM\tdoctor\F-F(NOM)\thelp\3SG-3SG.PRS\tDEF.DAT\tpatient-DAT,The doctor helps the patient.,,,,,86,Constructed by native speaker linguist,,german-help-1
german-85,german,Der Elefant hat Angst vor Mäusen.,der\tElefant\that\tAngst\tvor\tMäus-e-n,DEF.M.NOM\telephant(NOM)\thave.3SG\tfear(ACC)\tof\tmouse\PL-PL-DAT,The elephant is afraid of mice.,,,,,85,Constructed by native speaker linguist,,german-fear-1
german-84,german,Ich fülle ihr die Schüssel mit Suppe.,ich\tfüll-e\tihr\tdie\tSchüssel\tmit\tSuppe,1SG.NOM\tfill-1SG.PRS\t3SG.F.DAT\tDEF.F.ACC\tbowl(ACC)\twith\tsoup(DAT),I fill the bowl with soup for her.,,,,,84,Constructed by native speaker linguist,,german-fill-1
german-83,german,Das Wasser kocht.,das\tWasser\tkoch-t,DEF.N.NOM\twater(NOM)\tcook-3SG.PRS,The water boils.,,,,,83,Constructed by native speaker linguist,,german-boil-1;german-boil-tr-1
german-82,german,Der Reis füllt meinen Magen.,der\tReis\tfüll-t\tmein-en\tMagen,DEF.M.NOM\trice(NOM)\tfill-3SG.PRS\tPOSS.1SG-ACC\tstomach(ACC),The rice fills my stomach.,,,,,82,Constructed by native speaker linguist,,german-fill-1
german-81,german,Der Kellner füllt Wasser in die Karaffe.,der\tKellner\tfüll-t\tWasser\tin\tdie\tKaraffe,DEF.M.NOM\twaiter(NOM)\tfill-3SG.PRS\twater(ACC)\tin\tDEF.F.ACC\tdecanter(ACC),The waiter fills water into the decanter.,,,,,81,Constructed by native speaker linguist,,german-fill-1
german-80,german,Sie verfolgt ihn.,sie\tver-folg-t\tihn,3SG.F.NOM\tIPRX-follow-3SG.PRS\t3SG.M.ACC,She follows him.,,"<SPAN STYLE= """" >We are not sure whether this really is an alternation of </SPAN><SPAN STYLE= ""font-style:italic;"" >folgen</SPAN><SPAN STYLE= """" > or whether </SPAN><SPAN STYLE= ""font-style:italic;"" >verfolgen</SPAN><SPAN STYLE= """" > is just another lexicon entry.</SPAN>",,,80,Constructed by native speaker linguist,,german-follow-1
german-79,german,Sie folgt ihm.,sie\tfolg-t\tihm,3SG.F.NOM\tfollow-3SG.PRS\t3SG.M.DAT,She follows him.,,,,,79,Constructed by native speaker linguist,,german-follow-1
german-78,german,Der Patient erbittet eine Krankschreibung.,der\tPatient\ter-bitte-t\tein-e\tKrankschreibung,DEF.M.NOM\tpatient\tIPRX-ask-3SG.PRS\tINDEF-F.ACC\tmedical.certificate,The patient asks for a medical certificate.,,,,,78,Constructed by native speaker linguist,,german-ask-for-1
german-77,german,Der Vorstandsvorsitzende bittet um Gehör.,der\tVorstandsvorsitzende\tbitte-t\tum\tGehör,DEF.M.NOM\tchief.executive.officer.NOM\task-3SG.PRS\tfor\thearing,The CEO asks for attention.,,,,,77,Constructed by native speaker linguist,,german-ask-for-1
german-76,german,Die Schauspielerin zeigt sich der Öffentlichkeit.,die\tSchauspieler-in\tzeig-t\tsich\tder\tÖffentlichkeit,DEF.F.NOM\tactor-F\tshow-3SG.PRS\tREFL.3SG\tDEF.F.DAT\tpublic(DAT),The actress shows herself to the public.,,,,,76,Constructed by native speaker linguist,,german-show-1
german-75,german,Die Geschwister zeigen einander ihre Geschenke.,die\tGeschwister\tzeig-en\teinander\tihre\tGeschenk-e,DEF.F.NOM\tsibling.PL\tshow-3PL.PRS\tRECIP\tPOSS.3PL.ACC\tpresent(ACC)-PL,The siblings show their presents to each other.,,,,,75,Constructed by native speaker linguist,,german-show-1
german-74,german,Ihre Eltern suchen einander.,ihr-e\tEltern\tsuch-en\teinander,POSS.3SG-PL.NOM\tparent.PL\tsearch.for-3PL.PRS\tRECIP,Her parents look for each other.,,,,,74,Constructed by native speaker linguist,,german-search-for-1
german-73,german,Ich suche dir eine Muschel.,ich\tsuch-e\tdir\tein-e\tMuschel,1SG.NOM\tsearch.for-1SG.PRS\t2SG.DAT\tINDEF-F.ACC\tshell,I search a shell for you.,,,,,73,Constructed by native speaker linguist,,german-search-for-1
german-72,german,Ich suche den Schlüssel.,ich\tsuch-e\tden\tSchlüssel,1SG.NOM\tsearch.for-1SG.PRS\tDEF.M.ACC\tkey(ACC),I am looking for the key.,,,,,72,Constructed by native speaker linguist,,german-search-for-1
german-71,german,Sie kennt ihre Schwächen.,sie\tkenn-t\tihr-e\tSchwäche-n,3SG.F.NOM\tknow-3SG.PRS\tPOSS.3SG-F.ACC\tweakness-PL(ACC),She knows her weaknesses.,,,,,71,Constructed by native speaker linguist,,german-know-1
german-70,german,Ich lade dir den Weihnachtsbaum auf das Autodach.,ich\tlad-e\tdir\tden\tWeihnachtsbaum\tauf\tdas\tAutodach,1SG.NOM\tload-1SG.PRS\t2SG.DAT\tDEF.M.ACC\tchristmas.tree(ACC)\ton\tDEF.N.ACC\tcar_top(ACC),I load the christmas tree onto the roof of the car for you.,,,,,70,Constructed by native speaker linguist,,german-load-1
