ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,verb_type,original_script,simplex_or_complex,Basic_Coding_Frame_ID
german-build-1,,german,build,bauen,bauen,,,,,,,,,,Simplex,2710206975
german-sit-1,,german,sit,sitzen,sitzen,,,,,,,,,,Simplex,8628677223
german-leave-1,,german,leave,verlassen,verlassen,,,,,,,,,,Simplex,2710206975
german-play-1,,german,play,spielen,spielen,,,,,,,,,,Simplex,8196509400
german-boil-tr-1,,german,boil-tr,kochen (1),kochen,,,,,,,,,,Simplex,2710206975
russian-cover-1,,russian,cover,nakrytʹ,nakrytʹ,,,540198325;6346482421;6381394413,,,,,,накрыть,Simplex,6406943077
russian-fill-1,,russian,fill,napolnitʹ,napolnitʹ,,,540198325;6346482421;6381394413,,,,,,наполнить,Simplex,6406943077
russian-load-1,,russian,load,nagruzitʹ,nagruzitʹ,,,540198325;6346482421;6381394413,,,,,,нагрузить,Simplex,6780090770
russian-tie-1,,russian,tie,privjazatʹ,privjazatʹ,,,540198325;6346482421;6381394413,,,,,,привязать,Simplex,6778441411
russian-pour-1,,russian,pour,litʹ,litʹ,,,540198325;6346482421;6381394413,,,,,,лить,Simplex,6780090770
russian-put-1,,russian,put,položitʹ,položitʹ,,"<SPAN STYLE= """" >There is a reflexive form with a lexicalized, semantically unrelated meaning ('to rely upon').</SPAN>",540198325;6346482421;6381394413,,,,,,положить,Simplex,6780090770
russian-throw-1,,russian,throw,brositʹ,brositʹ,,"<SPAN STYLE= """" >There is a reflexive form with a lexicalized, semantically unrelated meaning (&lsquo;rush into/out&rsquo;).</SPAN>",540198325;6346482421;6381394413,,,,,,бросить,Simplex,6780090770
russian-bring-1,,russian,bring,prinesti,prinesti,,,540198325;6346482421;6381394413,,,,,,принести,Simplex,6812858072
russian-carry-1,,russian,carry,nesti,nesti,,"<SPAN STYLE= """" >The counterpart of BRING (</SPAN><SPAN STYLE= ""font-style:italic;"" >pri-nesti</SPAN><SPAN STYLE= """" >) is morphologically derived from </SPAN><SPAN STYLE= ""font-style:italic;"" >nesti.</SPAN><SPAN STYLE= """" > There is also a reflexive form with lexicalized different meaning (&lsquo;to dash&rsquo;).</SPAN>",540198325;6346482421;6381394413,,,,,,нести,Simplex,6780090770
russian-send-1,,russian,send,poslatʹ,poslatʹ,,,540198325;6346482421;6381394413,,,,,,послать,Simplex,6812858072
russian-give-1,,russian,give,datʹ,datʹ,,,540198325;6346482421;6381394413,,,,,,дать,Simplex,6812858072
russian-show-1,,russian,show,pokazatʹ,pokazatʹ,,"<SPAN STYLE= """" >There is also a reflexive form with the lexicalized meaning: 'seem, appear'.</SPAN>",540198325;6346482421;6381394413,,,,,,показать,Unknown,6812858072
russian-steal-1,,russian,steal,ukrastʹ,ukrastʹ,,,540198325;6346482421;6381394413,,,,,,украсть,Simplex,6812861910
russian-hide-1,,russian,hide,sprjatatʹ,sprjatatʹ,,"<SPAN STYLE= """" >Intransitive &quot;hide (oneself)&quot; can be expressed by way of the Semantic reflexive alternation (with the </SPAN><SPAN STYLE= ""font-style:italic;"" >-sja</SPAN><SPAN STYLE= """" > suffix on the verb).</SPAN>",540198325;6346482421;6381394413,,,,,,спрятать,Simplex,6407016531
russian-tear-1,,russian,tear,otorvatʹ,otorvatʹ,,,540198325;6346482421;6381394413,,,,,,оторвать,Simplex,6407016531
russian-wipe-1,,russian,wipe,vyteretʹ,vyteretʹ,,,540198325;6346482421;6381394413,,,,,,вытереть,Simplex,7115580522
russian-cut-1,,russian,cut,rezatʹ,rezatʹ,,,540198325;6346482421;6381394413,,,,,,резать,Simplex,6406943077
russian-touch-1,,russian,touch,kosnutʹsja,kosnutʹsja,,"<SPAN STYLE= """" >Deponent/lexicalized reflexive (*</SPAN><SPAN STYLE= ""font-style:italic;"" >kosnutj</SPAN><SPAN STYLE= """" >-)</SPAN>",540198325;6346482421;6381394413,,,,,,коснуться,Complex,6813334717
russian-hit-1,,russian,hit,udaritʹ,udaritʹ,,"<SPAN STYLE= """" >There is also a reflexive form with autoreflexive meaning.</SPAN>",540198325;6346482421;6381394413,,,,,,ударить,Simplex,6406943077
russian-beat-1,,russian,beat,bitʹ,bitʹ,,,540198325;6346482421;6381394413,,,,,,бить,Simplex,6406943077
russian-kill-1,,russian,kill,ubitʹ,ubitʹ,,"<SPAN STYLE= """" >There is also a reflexive form with autoreflexive or lexicalized meaning.</SPAN>",540198325;6346482421;6381394413,,,,,,убить,Simplex,6406943077
russian-break-1,,russian,break,slomatʹ,slomatʹ,,,540198325;6346482421;6381394413,,,,,,сломать,Simplex,6406943077
russian-name-1,,russian,name,nazvatʹ,nazvatʹ,,"<SPAN STYLE= """" >There is a refelxive form with lexicalized/autoreflexive meaning.</SPAN>",540198325;6346482421;6381394413,,,,,,назвать,Simplex,6406943077
russian-say-1,,russian,say,skazatʹ,skazatʹ,,"<SPAN STYLE= """" >Coding frame: the recipient argument is obligatory when the meaning is 'TELL'.</SPAN>",540198325;6346482421;6381394413,,,,,,сказать,Simplex,6813951050
russian-say-2,,russian,say,govoritʹ,govoritʹ,,,540198325;6346482421;6381394413,,,,,,говорить,Simplex,6813951050
russian-tell-1,,russian,tell,skazatʹ,skazatʹ,,"<SPAN STYLE= """" >Coding frame: the recipient argument is obligatory when the meaning is 'TELL'.</SPAN>",540198325;6346482421;6381394413,,,,,,сказать,Simplex,6813951050
russian-ask-for-1,,russian,ask-for,prositʹ,prositʹ,,,540198325;6346482421;6381394413,,,,,,просить,Simplex,6812861910
russian-talk-1,,russian,talk,govoritʹ,govoritʹ,,,540198325;6346482421;6381394413,,,,,,говорить,Simplex,6813951050
russian-know-1,,russian,know,znatʹ,znatʹ,,,540198325;6346482421;6381394413,,,,,,знать,Simplex,6812888901
russian-remember-1,,russian,remember,zapomnitʹ,zapomnitʹ,,,540198325;6346482421;6381394413,,,,,,запомнить,Simplex,6812888901
russian-see-1,,russian,see,videtʹ,videtʹ,,,540198325;6346482421;6381394413,,,,,,видеть,Simplex,6812888901
russian-look-at-1,,russian,look-at,smotretʹ,smotretʹ,,,540198325;6346482421;6381394413,,,,,,смотреть,Simplex,6813959416
russian-frighten-1,,russian,frighten,pugatʹ,pugatʹ,,,540198325;6346482421;6381394413,,,,,,пугать,Simplex,6406943077
russian-fear-1,,russian,fear,bojatʹsja,bojatʹsja,,"<SPAN STYLE= """" >Deponent reflexive</SPAN>",540198325;6346482421;6381394413,,,,,,бояться,Complex,6812888901
russian-like-1,,russian,like,nravitʹsja,nravitʹsja,,"<SPAN STYLE= """" >Deponent reflexive</SPAN>",540198325;6346482421;6381394413,,,,,,нравиться,Complex,6813992101
russian-hunt-for-1,,russian,hunt-for,oxotitʹsja,oxotitʹsja,,"<SPAN STYLE= """" >Deponent reflexive</SPAN>",540198325;6346482421;6381394413,,,,,,охотиться,Complex,6813959416
russian-meet-1,,russian,meet,vstretitʹ,vstretitʹ,,,540198325;6346482421;6381394413,,,,,,встретить,Simplex,6812888901
russian-follow-1,,russian,follow,sledovatʹ,sledovatʹ,,,540198325;6346482421;6381394413,,,,,,следовать,Simplex,6813995678
russian-help-1,,russian,help,pomočʹ,pomočʹ,,,540198325;6346482421;6381394413,,,,,,помочь,Simplex,6813992101
russian-eat-1,,russian,eat,estʹ,estʹ,,,540198325;6346482421;6381394413,,,,,,есть,Simplex,6406943077
russian-wash-1,,russian,wash,mytʹ,mytʹ,,,540198325;6346482421;6381394413,,,,,,мыть,Simplex,6406943077
russian-cough-1,,russian,cough,kašljatʹ,kašljatʹ,,,540198325;6346482421;6381394413,,,,,,кашлять,Simplex,6814012850
russian-climb-1,,russian,climb,vzobratʹsja,vzobratʹsja,,"<SPAN STYLE= """" >inherently reflexive verb</SPAN>",540198325;6346482421;6381394413,,,,,,взобраться,Complex,6813959416
russian-sit-down-1,,russian,sit-down,sestʹ,sestʹ,,,540198325;6346482421;6381394413,,,,,,сесть,Simplex,6814020142
russian-run-1,,russian,run,bežatʹ,bežatʹ,,,540198325;6346482421;6381394413,,,,,,бежать,Simplex,6814020142
russian-jump-1,,russian,jump,prygnutʹ,prygnutʹ,,,540198325;6346482421;6381394413,,,,,,прыгнуть,Simplex,6814020142
russian-sing-1,,russian,sing,petʹ,petʹ,,,540198325;6346482421;6381394413,,,,,,петь,Simplex,6814012850
russian-live-1,,russian,live,žitʹ,žitʹ,,,540198325;6346482421;6381394413,,,,,,жить,Simplex,6814020142
russian-appear-1,,russian,appear,pojavitʹsja,pojavitʹsja,,"<SPAN STYLE= """" >Deponent reflexive</SPAN>",540198325;6346482421;6381394413,,,,,,появиться,Complex,6814020142
russian-die-1,,russian,die,umeretʹ,umeretʹ,,,540198325;6346482421;6381394413,,,,,,умереть,Simplex,6814012850
russian-fall-1,,russian,fall,upastʹ,upastʹ,,,540198325;6346482421;6381394413,,,,,,упасть,Simplex,6814020142
russian-feel-cold-1,,russian,feel-cold,mërznutʹ,mërznutʹ,,,540198325;6346482421;6381394413,,,,,,мёрзнуть,Simplex,6814012850
russian-be-hungry-1,,russian,be-hungry,bytʹ golodnym,bytʹ golodnym,,"<SPAN STYLE= """" >this is a copula+adjective, as in English</SPAN>",540198325;6346482421;6381394413,,,,,COP A,быть голодным,Complex,6814012850
russian-rain-1,,russian,rain,dožd' idët,dožd' idët,,"<SPAN STYLE= """" >Lit. &lsquo;rain goes&rsquo;, lexically fixed expression. Expressions for &lsquo;snow&rsquo;, &lsquo;hail&rsquo; etc. are formed in the same way.</SPAN>",540198325;6346482421;6381394413,,,,,NV,дождь идёт,Complex,11401425461
russian-think-1,,russian,think,dumatʹ,dumatʹ,,,540198325;6346482421;6381394413,,,,,,думать,Simplex,6814574334
russian-search-for-1,,russian,search-for,iskatʹ,iskatʹ,,,540198325;6346482421;6381394413,,,,,,искать,Simplex,6812888901
russian-hug-1,,russian,hug,obnjatʹ,obnjatʹ,,,540198325;6346482421;6381394413,,,,,,обнять,Simplex,6812888901
russian-feel-pain-1,,russian,feel-pain,boletʹ,boletʹ,,,540198325;6346482421;6381394413,,,,,,болеть,Simplex,6814056290
russian-be-sad-1,,russian,be-sad,grustitʹ,grustitʹ,,,540198325;6346482421;6381394413,,,,,,грустить,Simplex,6814012850
russian-be-dry-1,,russian,be-dry,no verbal counterpart,no verbal counterpart,,"<SPAN STYLE= """" >There is the copular paraphrase </SPAN><SPAN STYLE= ""font-style:italic;"" >byt' + X</SPAN><SPAN STYLE= """" > &lsquo;to be an X / to be X.ADJ&rsquo;, but no basic verbal counterpart.</SPAN>",540198325;6346482421;6381394413,,,,,COP N,,,10017602867
russian-laugh-1,,russian,laugh,smejatʹsja,smejatʹsja,,"<SPAN STYLE= """" >inherently reflexive verb</SPAN>",540198325;6346482421;6381394413,,,,,,смеяться,Complex,6814012850
russian-burn-1,,russian,burn,goretʹ,goretʹ,,,540198325;6346482421;6381394413,,,,,,гореть,Simplex,6814012850
russian-blink-1,,russian,blink,morgnutʹ,morgnutʹ,,"<SPAN STYLE= """" >The eye argument is optional. This is why the CF is just Subject-Verb: the &quot;</SPAN><SPAN STYLE= ""font-style:italic;"" >instrument&quot;</SPAN><SPAN STYLE= """" > &lsquo;eyes&rsquo; is a body part, not a real instrument, when takling about blinking.</SPAN>",540198325;6346482421;6381394413,,,,,,моргнуть,Simplex,6814012850
russian-be-a-hunter-1,,russian,be-a-hunter,no verbal counterpart,no verbal counterpart,,"<SPAN STYLE= """" >There is the copular paraphrase </SPAN><SPAN STYLE= ""font-style:italic;"" >byt' + X</SPAN><SPAN STYLE= """" > &lsquo;to be an X / to be X.ADJ&rsquo;, but no basic verbal counterpart.</SPAN>",540198325;6346482421;6381394413,,,,,COP N,,,10017602867
russian-take-1,,russian,take,vzjatʹ,vzjatʹ,,,540198325;6346482421;6381394413,,,,,,взять,Simplex,6812861910
russian-dig-1,,russian,dig,kopatʹ,kopatʹ,,"<SPAN STYLE= """" >The verb takes either a patient as a direct object (e.g. </SPAN><SPAN STYLE= ""font-style:italic;"" >kopat' zemlju</SPAN><SPAN STYLE= """" > &lsquo;dig the ground&rsquo;), but may also take a result argument (</SPAN><SPAN STYLE= ""font-style:italic;"" >kopat' jamu</SPAN><SPAN STYLE= """" > &lsquo;dig a hole&rsquo;).</SPAN>",540198325;6346482421;6381394413,,,,,,копать,Simplex,6406943077
russian-peel-1,,russian,peel,očistitʹ,očistitʹ,,,540198325;6346482421;6381394413,,,,,,очистить,Simplex,6407016531
russian-grind-1,,russian,grind,molotʹ,molotʹ,,"<SPAN STYLE= ""font-style:italic;"" >Molot'</SPAN><SPAN STYLE= """" > also has the meaning &lsquo;to mill&rsquo;. This verb can take an instrument, but if it does, the instrument is coded with a locative (</SPAN><SPAN STYLE= ""font-style:italic;"" >na kofemolke</SPAN><SPAN STYLE= """" > &lsquo;in a coffee machine&rsquo;) rather than the usual Instrumental case, and should be correspondently conceived of as a location rather than an instrument (or a composite instrument-location role). The reason is that </SPAN><SPAN STYLE= ""font-style:italic;"" >molot'</SPAN><SPAN STYLE= """" > normally presupposes the use of a mechanical device, unlike English </SPAN><SPAN STYLE= ""font-style:italic;"" >to grind</SPAN><SPAN STYLE= """" >.</SPAN>",540198325;6346482421;6381394413,,,,,,молоть,Simplex,6812888901
russian-shave-a-body-part_person-1,,russian,shave-a-body-part_person,britʹ,britʹ,,,540198325;6346482421;6381394413,,,,,,брить,Simplex,6406943077
russian-push-1,,russian,push,tolknutʹ,tolknutʹ,,,540198325;6346482421;6381394413,,,,,,толкнуть,Simplex,6820484926
russian-go-1,,russian,go,idti,idti,,,540198325;6346482421;6381394413,,,,,,идти,Simplex,6814020142
russian-roll-1,,russian,roll,katitʹsja,katitʹsja,,"<SPAN STYLE= """" >A reflexive form of the transitive </SPAN><SPAN STYLE= ""font-style:italic;"" >katit'</SPAN><SPAN STYLE= """" > &lsquo;to roll sth.&rsquo;</SPAN>",540198325;6346482421;6381394413,,,,,,катиться,Complex,6814012850
russian-teach-1,,russian,teach,naučitʹ,naučitʹ,,,540198325;6346482421;6381394413,,,,,,научить,Simplex,6820489264
russian-scream-1,,russian,scream,vopit',vopit',,,540198325;6346482421;6381394413,,,,,,вопить,Simplex,6814012850
russian-cook-1,,russian,cook,gotovitʹ,gotovitʹ,,,540198325;6346482421;6381394413,,,,,,готовить,Simplex,6812888901
russian-cook-2,,russian,cook,varitʹ,varitʹ,,,540198325;6346482421;6381394413,,,,,,варить,Simplex,6812888901
russian-hear-1,,russian,hear,uslyšatʹ,uslyšatʹ,,"<SPAN STYLE= """" >the </SPAN><SPAN STYLE= ""font-style:italic;"" >u-</SPAN><SPAN STYLE= """" > prefix makes the verb perfective</SPAN>",540198325;6346482421;6381394413,,,,,,услышать,Simplex,6812888901
russian-sink-1,,russian,sink,utonutʹ,utonutʹ,,,540198325;6346482421;6381394413,,,,,,утонуть,Simplex,6814012850
russian-boil-1,,russian,boil,kipetʹ,kipetʹ,,,540198325;6346482421;6381394413,,,,,,кипеть,Simplex,6814012850
russian-smell-1,,russian,smell,njuxatʹ,njuxatʹ,,"<SPAN STYLE= """" >This verb has more of an &ldquo;active&rdquo; meaning of SMELL, i.e. &lsquo;take in air to perceive a smell&rsquo;. The &ldquo;passive&rdquo; perception of smells is expressed via a paraphrase like &lsquo;feel the smell&rsquo; or &lsquo;hear the smell&rsquo;.</SPAN>",540198325;6346482421;6381394413,,,,,,нюхать,Simplex,6812888901
russian-dress-1,,russian,dress,odetʹ,odetʹ,,,540198325;6346482421;6381394413,,,,,,одеть,Complex,6814010603
russian-shout-at-1,,russian,shout-at,kričatʹ,kričatʹ,,"<SPAN STYLE= """" >imperfective verb; the perfective counterpart would be </SPAN><SPAN STYLE= ""font-style:italic;"" >kriknut'</SPAN><SPAN STYLE= """" > (&#1082;&#1088;&#1080;&#1082;&#1085;&#1091;&#1090;&#1100;)</SPAN>",540198325;6346482421;6381394413,,,,,,кричать,Simplex,6813959416
russian-build-1,,russian,build,stroitʹ,stroitʹ,,,540198325;6346482421;6381394413,,,,,,строить,Simplex,6813911949
russian-sit-1,,russian,sit,sidetʹ,sidetʹ,,,540198325;6346482421;6381394413,,,,,,сидеть,Simplex,6814020142
russian-leave-1,,russian,leave,ujti,ujti,,"<SPAN STYLE= """" >Lit. &lsquo;go away&rsquo;.<BR>With inanimate Location (Source) argument the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >iz</SPAN><SPAN STYLE= """" > is normally used; in the less typical case of an animate Source argument the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >ot</SPAN><SPAN STYLE= """" > is used.</SPAN>",540198325;6346482421;6381394413,,,,,,уйти,Simplex,6814044817
russian-leave-2,,russian,leave,uexatʹ,uexatʹ,,"<SPAN STYLE= """" >Lit. &lsquo;go away&rsquo;, but presupposes the use of a vehicle or horse (derived from </SPAN><SPAN STYLE= ""font-style:italic;"" >exat'</SPAN><SPAN STYLE= """" > &lsquo;drive, ride&rsquo;).<BR>With inanimate Location (Source) argument the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >iz</SPAN><SPAN STYLE= """" > is normally used; in the less typical case of an animate Source argument the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >ot</SPAN><SPAN STYLE= """" > is used.</SPAN>",540198325;6346482421;6381394413,,,,,,уехать,Unknown,6814044817
russian-play-1,,russian,play,igratʹ (1),igratʹ,,"<SPAN STYLE= """" >meaning: to play (general sense), to play a game<BR><BR></SPAN>",540198325;6346482421;6381394413,,,,,,играть,Simplex,6814270929
russian-play-2,,russian,play,igratʹ (2),igratʹ,,"<SPAN STYLE= """" >to play a musical instrument</SPAN>",540198325;6346482421;6381394413,,,,,,играть,Simplex,6814266730
russian-drown-1,,russian,drown,utonutʹ,utonutʹ,,,540198325;6346482421;6381394413,,,,,,утонуть,Simplex,6814012850
russian-come-2-1,,russian,come-2,prijti,prijti,,,540198325;6346482421;6381394413,,,,,,прийти,Simplex,6814020142
hoocak-cover-1,,hoocak,cover,haruką,haruką,,,,,,,,,,Simplex,4237270435
hoocak-fill-1,,hoocak,fill,hoixjį hii,hoixjį hii,,"<SPAN STYLE= """" >combination of v.inact. + v.caus. (lexicalized)<BR>lit. means &quot;cause sth. to be full&quot;.<BR>The filling material can occasionally be expressed, but it is not commonly done so.</SPAN>",,,,,,VV,,Complex,6354922871
hoocak-load-1,,hoocak,load,hožu,hožu,,"<SPAN STYLE= """" >means 'put in', was originally derived from the verb </SPAN><SPAN STYLE= ""font-style:italic;"" >&#382;uu </SPAN><SPAN STYLE= """" >'put', but the latter occurs rarely now on its own</SPAN>",,,,,,,,Simplex,8396097647
hoocak-tie-1,,hoocak,tie,rusgic,rusgic,,,,,,,,,,Simplex,4237270435
hoocak-pour-1,,hoocak,pour,waxų,waxų,,"<SPAN STYLE= """" >Also means &quot;spill sth.&quot;.<BR>The pouring goal does not have to be expressed but  is commonly specified.</SPAN>",,,,,,,,Simplex,6354998385
hoocak-put-1,,hoocak,put,hožu,hožu,,"<SPAN STYLE= """" >means 'put in', was originally derived from the verb </SPAN><SPAN STYLE= ""font-style:italic;"" >&#382;uu </SPAN><SPAN STYLE= """" >'put', but the latter occurs rarely now on its own</SPAN>",,,,,,,,Simplex,8396097647
hoocak-throw-1,,hoocak,throw,ųųreehi,ųųreehi,,,,,,,,,,Complex,6354998385
hoocak-throw-2,,hoocak,throw,hirojį,hirojį,,"<SPAN STYLE= """" >derived verb, see also </SPAN><SPAN STYLE= ""font-style:italic;"" >hoj&#303;<BR>hiroj&#303;</SPAN><SPAN STYLE= """" > often also means 'throw'</SPAN>",,,,,,,,Complex,6354922871
hoocak-bring-1,,hoocak,bring,hanį jii,hanį jii,,"<SPAN STYLE= """" >combination of </SPAN><SPAN STYLE= ""font-style:italic;"" >han&#303; </SPAN><SPAN STYLE= """" >'have' + deictic motion verb (=DMV)<BR><BR>The meaning BRING can be expressed through the combination of the possessive verb </SPAN><SPAN STYLE= ""font-style:italic;"" >han&#303; </SPAN><SPAN STYLE= """" >and any of the 12 DMVs, </SPAN><SPAN STYLE= ""font-style:italic;"" >jii</SPAN><SPAN STYLE= """" > is used here just as an example.<BR><BR>In this verbal complex he undergoer inflections only occur on </SPAN><SPAN STYLE= ""font-style:italic;"" >han&#303;</SPAN><SPAN STYLE= """" > , whereas the actor inflections occur on the deictic motion verb as well as on</SPAN><SPAN STYLE= ""font-style:italic;"" > han&#303;.</SPAN><SPAN STYLE= """" > All derivations (see alternations) only occur on </SPAN><SPAN STYLE= ""font-style:italic;"" >han&#303; </SPAN><SPAN STYLE= """" >and never on the DMV.</SPAN>",,,,,,VV,,Complex,4237270435
hoocak-carry-1,,hoocak,carry,ru'ą,ru'ą,,"<SPAN STYLE= """" >also means &quot;lift sth. up&quot;<BR>The carrying goal is often not expressed.</SPAN>",,,,,,,,Simplex,6354998385
hoocak-send-1,,hoocak,send,no direct counterpart,no direct counterpart,,"<SPAN STYLE= """" >there is no real counterpart to this meaning label. A combination of DMV (deictic motion verb) + CAUS are the most likely renderings of this meaning (see example sentences).</SPAN>",,,,,,,,,6883346751
hoocak-give-1,,hoocak,give,hok'ų,hok'ų,,,,,,,,,,Simplex,7374704735
hoocak-show-1,,hoocak,show,waha,waha,,,,,,,,,,Simplex,4237270435
hoocak-steal-1,,hoocak,steal,mąąnų,mąąnų,,,,,,,,,,Simplex,4237270435
hoocak-hide-1,,hoocak,hide,nųųxąwą,nųųxąwą,,"<SPAN STYLE= """" >This verb often occurs in complex verbal expressions, i.e. it is mostly followed by other verbs (e.g. verbs of motion or verbs meaning 'put').</SPAN>",,,,,,,,Simplex,4237270435
